College Name,College Logo,Course Name,Application Date,College Location,College Afilliation,College Info
"Shivaji Science College Nagpur Admission 2024: Courses, Fees, Eligibility, Registration Process",https://images.collegedunia.com/public/college_data/images/appImage/1487327555a732fb77a88ad1f46351858cfd6e15b7.png?h=160&w=313&mode=stretch,B.Sc ,"June 29th, 2024","Nagpur,  Maharashtra","RTMNU, Nagpur","Shivaji Science College, Nagpur is one of the many academic institutions under Shri Shivaji Education Society, Amravati. Affiliated to R.T.M. Nagpur University, the institution was established in 1967. The UGC recognised college is one of the members of Asia Pacific Quality Network (APQN).The college conducts academic courses at different levels such as B.Sc and BCA at UG level and M.Sc. and MCA at PG level."
"Sai Institute of Pharmaceutical & Allied Sciences (SIPAS) Admission 2023: Scholarship, Important dates",https://images.collegedunia.com/public/asset/img/exam/news/news8.jpg?h=160&w=313&mode=stretch,B.Sc ,"June 29th, 2024","Dehradun,  Uttarakhand","HNBGU, Garhwal","SIPAS was established in the year 2003 and it is located in Dehradun, Uttarakhand. SIPAS is the part of prestigious Sai Group of Institutions which offers various courses in the field of Paramedical & Allied Sciences, Management and Nursing. At present, SIPAS offers BPT, B.Sc (Medical), MPT and M.Sc (Medical) courses at the UG and PG levels."
"SVYASA DDE Admission 2023: M.Sc. Admission, Eligibility",https://images.collegedunia.com/public/college_data/images/appImage/56479_s.jpg?h=160&w=313&mode=stretch,B.Sc ,"June 29th, 2024","Bangalore,  Karnataka","S-VYASA, Bangalore",S-VYASA offers B.Sc and M.Sc courses along with PG Diploma in Yoga Yoga Therapy & Yoga Education. Candidates are selected on the basis of their marks in the qualifying examination. SVYASA DDE releases the merit list for shortlisted candidates. Final admission is granted on the basis of counselling.Application form can be downloaded from the official website or can be obtained from the admission office. Duly filled form can be submitted in person or through post. The candidates can also mail the application form along with the relevant documents.Read More: SVYASA DDE Fee Structure
"DUVASU, Mathura Admission 2024: Entrance Exam, Application form",https://images.collegedunia.com/public/college_data/images/appImage/29003_DUVSA_NEW.jpg?h=160&w=313&mode=stretch,B.Sc ,"June 29th, 2024","Mathura,  Uttar Pradesh",,"Pandit Deen Dayal Upadhyaya Pashu Chikitsa Vigyan Vishwavidyalaya Evam Go Anusandhan Sansthan is a State University located in Mathura, Uttar Pradesh. This prestigious university was established in 2001.DUVASU, Mathura offers B.Sc and BV.Sc & AH courses at the UG level and it offers M.Sc and MV.Sc & AH programs at the PG level. The university also offers Ph.D courses at the Research level and various Diploma courses are also available."
"Kota University Admission 2024: Form, Fees, Courses, Entrance Exam, Eligibility, Selection Process, Last Date to Apply",https://images.collegedunia.com/public/college_data/images/appImage/1509087612fv.jpg?h=160&w=313&mode=stretch,B.Sc ,"June 29th, 2024","Kota,  Rajasthan",,"Kota University is a well recognised affiliating University Rajasthan with more than 175 colleges affiliated to it. University has a well developed and experienced faculty of 23 Academic staff members for rendering education of UG, PG and doctoral courses in multiple specialisations. Some of the popular courses offered by Kota University are MBA, M.Sc, M.P.Ed & B.Pharma. Check Kota University Courses & FeesAdmission to the UG courses like BSc and B.Pharma are given on the basis of of merit scores achieved by the students in class 10 + 2 to board level Examination whereas for PG courses other than M.P.Ed., Kota University conducts entrance examinations on the basis of which admission is granted to the candidates. However the candidates have to secure minimum required marks for taking admission in UG and PG courses. Besides this, Kota University also provides relaxation of 5% marks for reserved categories SC, ST, OBC, SOBC & PH. The university provides a lot of internship opportunities to the deserving students so that they can learn the skills for achieving jobs in off campus placement programs. However there are less placement opportunities provided to the students in Kota University. The highest placement package offered to any student was 3.5 lakh per annum.Read more: Kota University Placement"
"Central University of Kashmir Admission 2024: UG, PG, Courses, Eligibility, Application Form, Dates",https://images.collegedunia.com/public/college_data/images/appImage/1503993044cvr.png?h=160&w=313&mode=stretch,B.Sc ,"June 29th, 2024","Srinagar,  Jammu and Kashmir",,"The Central University of Kashmir is a state university offering admission in fields of Arts, Science, Commerce, Technology, Education, Physical Education, Law, Management, etc, located in a sprawling 305-acres campus at Srinagar, Jammu & Kashmir. The university offers various Undergraduate, Postgraduate, and Doctoral programs in the areas of Arts, Science, Commerce, Technology, Management, Computer Science, Home Science, Social Science & so on. Central University of Kashmir offers B.Voc in 2 disciplines, BA.LL.B. at the UG level, Integrated B.Sc-M.Sc programs in 4 disciplines, Integrated B.Ed-M.Ed, M.Tech in 1 discipline, M.Sc in 3 disciplines, MA in 10 disciplines, M.Com, MBA, MTTM, M.Ed, M.P.Ed, LL.M. at the PG level along with M.Phil-Ph.D. at the Research level in various disciplines of Arts, Science, and Management. The university also offers some PG Diploma courses under few specializations. The university allows admission to all UG and PG courses is based on an entrance examination namely CUET. The university accepts admission to the MBA program is done based on an entrance exam namely CMAT followed by GD-PI. Admission to M.Tech is based on the performance in CUET PG/ GATE/ UGC-NET/ JRF/ JEST. The university grants admission to Research courses is done based on CUET/ NET/ GATE/ JRF/ SET followed by counseling conducted by the university.Read More: Central University of Kashmir News & Articles"
"Junagadh Agricultural University Admission 2024: Courses, Application Process,Merit List",https://images.collegedunia.com/public/college_data/images/appImage/25497_JUNAGADHUNI.jpg?h=160&w=313&mode=stretch,B.Sc ,"June 29th, 2024","Junagadh,  Gujarat",,"Junagadh Agricultural University offers various courses in the field of Agriculture through its five colleges namely College of Agriculture, College of Agriculture Engineering and Technology, College of Fisheries, College of Veterinary Science and Animal Husbandry & P.G. Institute of A.B.M. (Agriculture Business Management).A number of courses at UG, PG and Ph.D. level are offered by the University under various specializations. The application procedure for these courses start mainly by the month of June. The admission to the UG courses are based on the GUJCET score obtained by the candidates, whereas, for admission to the PG and Ph.D. courses, the candidates need to sit for an entrance test conducted by the University.The reservation of seats for different categories are as follows:"
"Bankatlal Badruka College for Information Technology (BBCIT), Hyderabad Admission 2024: Admission form, Eligibility",https://images.collegedunia.com/public/college_data/images/appImage/23865_66.jpg?h=160&w=313&mode=stretch,B.Sc ,"June 29th, 2024","Hyderabad,  Telangana","Osmania University, Hyderabad","Bankatlal Badruka College for Information Technology was established in the year 1991 in Hyderabad, Telangana. BBCIT is affiliated to Osmania University and is approved by AICTE, New Delhi.BBCIT runs BSc course of 3-years duration with 4 specializations and MSc course of 2-years duration with 3 specializations."
"Patna Science College, Patna Admission 2024: PG Admission, Application Form, Placements, Entrance Exam, Fees",https://images.collegedunia.com/public/college_data/images/appImage/1515490723cvrimgenew.png?h=160&w=313&mode=stretch,B.Sc ,"June 29th, 2024","Patna,  Bihar","Patna University, Patna","Patna Science College was established in 1927 in Patna, Bihar. The institute has been recognized as a Premier Institution of higher learning in science stream in India. It is affiliated to Patna University. The institute offers B.Sc. degree in total ten specializations under which three specializations comes under Self-financing or Vocational courses."
"JIPMER Admission 2024: Dates, Courses, Eligibility, Entrance Exam, Fees, Application Process",https://images.collegedunia.com/public/college_data/images/appImage/1503478867cvr.png?h=160&w=313&mode=stretch,B.Sc  | B.Sc (Medicine) ,"June 29th, 2024","Pondicherry,  Puducherry",,"JIPMER offers admission to UG, PG, Super Specialty, and Doctoral courses in the fields of Medicine, Nursing, and Allied Health Sciences. The institute offers MBBS, B.Sc Nursing, and B.Sc in Allied Health Sciences at the undergraduate level. At the postgraduate level, the institute offers MD, MS, MDS, M.Sc Nursing, MPH, and M.Sc in Allied Health Sciences. JIPMER offers DM and M.Ch at the Super Specialty level and Ph.D. at the doctoral level in the streams of Medicine, Science, and Public Health. Apart from degree courses, the institute also offers various diploma and certificate courses. "
"KK Shah Jarodwala Maninagar Science College (KKSJMSC), Ahmedabad Admission 2024: B.Sc. Admission, Eligibility",https://images.collegedunia.com/public/college_data/images/appImage/16655_KKSJMSC_New.jpg?h=160&w=313&mode=stretch,B.Sc ,"June 29th, 2024","Ahmedabad,  Gujarat","Gujarat University, Ahmedabad","KK Shah Jarodwala Maninagar Science College (KKSJMSC), Ahmedabad was established in 1975. The college is located in Ahmedabad and is affiliated with Gujarat University. KK Shah Jarodwala College offers B.Sc, M.Sc & Ph.D. courses at the UG, PG and Ph.D. level."
"MB Khalsa College, Indore Admission 2024:  Admission, Application form",https://images.collegedunia.com/public/college_data/images/appImage/14909404801443870600MBKCNEW.jpg?h=160&w=313&mode=stretch,B.Sc ,"June 29th, 2024","Indore,  Madhya Pradesh","DAVV, Indore","MB Khalsa College was established in the year 1990 and is affiliated to Devi Ahilya Vishwavidhyalaya. It is located in Indore, Madhya Pradesh. The college offers various courses in Commerce, Management, Biotechnology and Information Technology disciplines leading to B.Com, B.Sc, BJMC, B.LI.Sc, BCA and BBA in UG and M.Sc. and M.Com in PG programs."
"NIMHANS Admission 2024: Courses, Fees, Eligibility, Selection Criteria, Application Process",https://images.collegedunia.com/public/college_data/images/appImage/25619_NIMHANS_NEW.jpg?h=160&w=313&mode=stretch,B.Sc  | B.Sc (Nursing) ,"June 29th, 2024","Bangalore,  Karnataka",,Some of the important admission highlights of NIMHANS are mentioned below:
"St Francis De Sales College (SFS), Nagpur Admission 2024: Application process, Reservation, Scholarship",https://images.collegedunia.com/public/college_data/images/appImage/4911_SFS_New.jpg?h=160&w=313&mode=stretch,,"June 29th, 2024","Nagpur,  Maharashtra","RTMNU, Nagpur","St Francis De Sales College (SFS), established in 1956, is a catholic minority institution located in Nagpur, Maharashtra. The college is managed by Nagpur Roman Catholic Diocesan Corporation (NRCDC) and is affiliated to Rashtrakant Tukadoji Maharaj Nagpur University (RTMNU). St Francis De Sales College offers various Undergraduate (UG) and Postgraduate (PG) courses in the field of Arts, Science and Computers."
